,date,pH,electrical_conductivity_dS_m,nitrate_input_mg_L,fertilizer_kg_ha,manure_kg_ha,ammonium_mg_L,chloride_mg_L,crop_type,livestock_density_LU_ha,urbanization,soil_type,aquifer_type,permeability_m_day,groundwater_level_cm,precipitation_mm,drought_days,evaporation_mm,nitrate_groundwater_mg_L,Aluminum (AL),Arsenic (AS),Barium (BA),Calcium (CA),Cadmium (CD),Chloride (CL),Copper (CU),Electrical Conductivity (EC),pH (Lab),Potassium (K),Magnesium (MG),Manganese (MN),Sodium (NA),Ammonium (NH4-N),Nitrate (NO3-N),Total Phosphorus (PTOT-P),Phosphate (PO4-P),Lead (PB),Zinc (ZN),sunlight_hours,humidity_percent,temperature_celsius
10219,2024-04-11,5.91,1.3,31.79,196.03,128.05,2.75,65.48,maize,4.17,high,clay,confined,4.82,122.05,39.5,32,60.55,13.06,,,,,,,,,,,,,,,,,,,,5.83,68.34,11.86
10220,2022-02-05,4.76,0.96,37.51,67.42,123.96,4.68,23.26,potatoes,4.33,low,clay,unconfined,5.56,120.05,108.54,17,91.28,10.68,,,,,,,,,,,,,,,,,,,,2.73,91.43,1.82
10221,2024-12-12,5.89,0.64,68.28,136.1,156.85,5.98,58.31,potatoes,1.75,medium,peat,confined,0.31,149.6,84.83,6,92.48,17.51,,,,,,,,,,,,,,,,,,,,1.19,89.79,1.57
10222,2024-10-30,6.48,0.55,17.33,124.1,65.52,7.36,41.09,grass,3.29,high,peat,confined,7.79,112.28,101.32,57,76.48,5.59,,,,,,,,,,,,,,,,,,,,4.27,81.27,9.14
10223,2024-02-18,5.68,1.01,52.09,200.59,60.52,3.21,60.21,sugar beet,3.02,high,peat,unconfined,2.76,99.01,74.71,54,69.42,15.32,,,,,,,,,,,,,,,,,,,,2.52,92.45,4.01
10224,2021-11-10,6.03,1.34,28.83,127.06,144.29,1.63,37.67,maize,2.14,high,clay,unconfined,5.13,97.45,76.33,16,89.02,8.0,,,,,,,,,,,,,,,,,,,,4.37,79.1,10.44
10225,2020-02-18,5.62,1.34,75.56,171.88,57.01,2.99,35.48,maize,3.78,medium,peat,confined,8.72,69.5,74.84,29,61.81,15.15,,,,,,,,,,,,,,,,,,,,1.43,88.0,0.41
10226,2022-02-17,6.18,1.03,41.27,166.65,53.07,6.11,48.78,sugar beet,2.36,low,loess,unconfined,0.19,121.74,87.28,14,79.52,18.82,,,,,,,,,,,,,,,,,,,,1.59,91.9,2.92
10227,2021-12-12,5.89,1.6,65.21,58.24,108.34,4.91,26.47,potatoes,1.34,high,peat,unconfined,4.09,91.53,127.58,29,66.12,15.38,,,,,,,,,,,,,,,,,,,,1.34,93.87,2.01
10228,2024-04-21,5.53,0.97,24.77,146.72,98.13,6.98,69.23,grass,1.39,medium,peat,unconfined,8.72,115.41,101.32,50,75.48,11.74,,,,,,,,,,,,,,,,,,,,8.42,75.93,14.64
10229,2024-07-19,6.67,0.96,15.03,62.86,106.21,5.08,50.4,grass,0.0,medium,clay,confined,7.68,129.27,59.94,5,79.41,0.0,,,,,,,,,,,,,,,,,,,,10.83,63.96,22.19
10230,2024-08-26,6.46,0.23,35.31,167.56,121.51,8.23,27.11,grass,0.38,medium,peat,unconfined,5.24,133.42,76.63,26,30.29,21.35,,,,,,,,,,,,,,,,,,,,8.74,50.78,19.21
10231,2022-06-24,5.7,0.87,45.25,113.48,121.73,1.83,37.69,wheat,0.71,low,sand,unconfined,1.19,146.29,78.46,53,85.84,13.57,,,,,,,,,,,,,,,,,,,,11.56,64.87,24.9
10232,2020-08-03,6.25,1.26,29.79,209.33,96.89,0.02,61.8,wheat,3.54,low,loess,unconfined,2.86,112.77,68.32,17,54.78,20.75,10.0,0.459,52.618,38.858,0.303,11.341,4.475,47.2,5.79,36.377,10.354,0.5,10.961,0.047,22.632,0.078,,0.2,32.188,11.32,53.98,18.22
10233,2020-08-03,6.25,1.26,29.79,209.33,96.89,0.02,61.8,wheat,3.54,low,loess,unconfined,2.86,112.77,68.32,17,54.78,20.75,10.0,4.357,102.998,46.918,0.05,69.529,0.5,64.3,5.5,4.186,20.093,0.478,40.368,0.158,0.029,0.05,,0.2,4.0,11.2,53.06,20.33
10234,2020-08-03,6.25,1.26,29.79,209.33,96.89,0.02,61.8,wheat,3.54,low,loess,unconfined,2.86,112.77,68.32,17,54.78,20.75,10.0,0.477,41.205,119.305,0.05,,0.5,28.2,6.92,1.517,5.284,0.759,30.541,1.976,,0.302,,0.2,4.0,11.77,63.74,19.51
10235,2020-08-03,6.25,1.26,29.79,209.33,96.89,0.02,61.8,wheat,3.54,low,loess,unconfined,2.86,112.77,68.32,17,54.78,20.75,10.0,0.311,24.568,42.991,0.05,23.636,0.5,73.2,6.78,0.832,4.813,0.39,7.991,0.639,0.029,0.276,,0.2,4.0,8.93,63.86,22.49
10236,2020-08-03,6.25,1.26,29.79,209.33,96.89,0.02,61.8,wheat,3.54,low,loess,unconfined,2.86,112.77,68.32,17,54.78,20.75,294.54,28.468,78.105,6.7,0.05,9.716,0.5,10.2,4.83,1.632,2.642,0.03,6.656,0.128,0.029,0.05,,0.2,119.257,10.08,58.76,18.19
10237,2020-08-03,6.25,1.26,29.79,209.33,96.89,0.02,61.8,wheat,3.54,low,loess,unconfined,2.86,112.77,68.32,17,54.78,20.75,10.0,0.2,21.113,10.248,0.05,15.984,0.5,15.7,5.84,1.635,1.965,0.049,12.479,0.142,0.029,0.05,,0.2,4.0,11.69,52.53,18.62
10238,2020-06-11,6.27,1.47,55.17,140.96,101.93,7.71,43.97,sugar beet,0.58,low,clay,unconfined,4.54,142.02,82.28,35,85.55,6.65,,,,,,,,,,,,,,,,,,,,9.58,66.36,20.01
10239,2020-08-14,6.32,0.75,35.8,111.5,97.32,3.41,64.2,grass,1.1,low,sand,confined,2.44,102.82,112.25,42,76.35,16.85,,,,,,,,,,,,,,,,,,,,9.48,62.19,23.21
10240,2022-02-20,5.15,1.14,0.0,209.99,101.41,5.28,30.1,maize,2.38,medium,peat,unconfined,0.32,143.38,68.55,9,69.55,5.4,,,,,,,,,,,,,,,,,,,,1.69,86.69,4.84
10241,2024-01-30,6.5,1.31,51.06,106.41,44.5,5.27,44.41,wheat,1.68,low,loess,unconfined,9.91,45.51,110.12,0,72.64,11.12,,,,,,,,,,,,,,,,,,,,2.5,89.31,0.48
10242,2021-11-26,5.72,1.0,22.35,194.73,130.26,5.65,48.56,wheat,3.91,low,sand,confined,4.76,91.87,122.47,17,66.5,12.36,,,,,,,,,,,,,,,,,,,,3.62,78.85,9.07
10243,2024-06-23,5.82,0.32,32.77,173.38,141.96,4.05,94.54,sugar beet,0.51,low,peat,confined,3.88,94.2,80.01,55,91.28,14.37,,,,,,,,,,,,,,,,,,,,11.33,62.83,21.49
10244,2023-08-23,7.32,1.07,71.06,131.73,125.5,3.1,35.44,wheat,4.91,low,loess,unconfined,6.44,128.24,104.08,16,62.68,15.02,,,,,,,,,,,,,,,,,,,,10.52,56.08,24.55
10245,2023-02-11,6.15,1.23,75.46,83.2,122.42,2.94,62.53,sugar beet,4.13,low,loess,unconfined,6.23,56.35,74.58,33,59.59,10.8,,,,,,,,,,,,,,,,,,,,2.97,88.88,3.43
10246,2024-10-07,5.81,0.72,28.49,212.08,60.38,6.21,59.43,maize,2.49,low,sand,unconfined,0.7,158.42,72.03,6,83.36,13.11,,,,,,,,,,,,,,,,,,,,3.13,81.66,11.35
10247,2021-01-11,4.9,0.92,51.56,175.02,43.39,6.54,84.96,sugar beet,0.63,medium,sand,confined,2.48,138.54,87.8,18,38.06,15.88,,,,,,,,,,,,,,,,,,,,1.58,87.21,1.39
10248,2023-09-07,6.69,0.65,28.95,111.4,133.24,4.5,77.19,grass,0.48,low,loess,unconfined,3.09,128.99,71.33,1,69.16,13.36,,,,,,,,,,,,,,,,,,,,4.83,83.81,9.92
10249,2022-11-04,5.33,0.23,34.26,162.23,101.14,3.81,40.75,wheat,0.79,low,sand,unconfined,5.56,90.59,137.54,14,72.71,14.81,,,,,,,,,,,,,,,,,,,,5.19,84.28,9.25
10250,2024-12-02,5.5,1.31,27.88,200.31,106.78,6.14,29.01,potatoes,0.9,low,loess,unconfined,9.57,44.18,48.99,51,61.15,20.06,,,,,,,,,,,,,,,,,,,,2.05,86.58,3.52
10251,2023-10-24,5.83,1.0,5.51,155.6,108.58,2.04,21.68,sugar beet,3.77,low,sand,unconfined,6.56,121.31,78.64,44,49.23,13.48,,,,,,,,,,,,,,,,,,,,5.5,86.1,10.31
10252,2024-10-22,6.71,1.48,41.9,161.92,110.28,8.9,54.72,maize,4.86,low,loess,confined,9.27,99.09,85.24,6,57.07,18.12,,,,,,,,,,,,,,,,,,,,3.06,82.55,9.09
10253,2024-04-30,6.39,1.26,45.76,201.6,125.86,5.9,70.28,grass,3.78,high,clay,unconfined,9.82,49.86,13.05,39,78.79,24.19,,,,,,,,,,,,,,,,,,,,7.66,73.7,9.25
10254,2022-09-18,5.92,0.89,26.58,226.86,96.18,4.68,72.88,sugar beet,3.84,low,clay,confined,0.78,119.32,111.21,15,47.62,17.83,,,,,,,,,,,,,,,,,,,,4.02,79.67,11.57
10255,2021-12-08,6.15,0.98,61.76,144.02,23.8,6.66,44.78,grass,4.73,medium,peat,confined,5.3,133.04,94.62,48,49.07,28.04,,,,,,,,,,,,,,,,,,,,2.99,85.24,4.36
10256,2023-08-04,5.7,1.17,31.28,83.13,127.54,6.26,50.89,maize,0.49,low,peat,confined,3.42,117.97,44.09,53,55.49,14.97,,,,,,,,,,,,,,,,,,,,11.09,55.61,22.9
10257,2020-09-20,6.07,1.29,27.26,84.87,123.1,5.47,78.52,grass,0.5,low,loess,unconfined,3.18,61.2,9.96,51,75.05,9.17,,,,,,,,,,,,,,,,,,,,3.04,84.5,11.12
10258,2020-06-08,6.04,1.1,50.53,115.45,48.21,1.22,34.74,maize,4.48,low,loess,confined,2.78,141.38,87.09,58,52.63,13.44,,,,,,,,,,,,,,,,,,,,10.59,57.97,20.03
10259,2023-03-12,6.48,1.33,9.15,103.26,53.36,5.82,0.49,wheat,2.76,high,peat,unconfined,2.64,61.67,68.42,34,73.47,13.07,,,,,,,,,,,,,,,,,,,,6.7,79.92,12.97
10260,2020-02-09,6.48,0.91,58.13,65.88,135.32,7.91,73.06,grass,1.24,low,sand,confined,5.28,120.22,95.3,0,83.98,7.26,,,,,,,,,,,,,,,,,,,,1.49,91.82,4.28
10261,2024-09-15,6.25,0.7,31.96,242.39,144.76,3.89,26.79,potatoes,1.0,low,clay,unconfined,9.88,103.46,65.35,34,75.49,9.47,,,,,,,,,,,,,,,,,,,,5.57,86.65,12.71
10262,2020-12-25,5.82,0.98,59.79,176.4,-6.55,6.92,44.19,potatoes,3.03,high,clay,unconfined,4.92,79.3,93.05,56,59.5,14.39,,,,,,,,,,,,,,,,,,,,2.5,85.46,4.33
10263,2020-07-03,6.37,1.06,65.76,123.81,117.63,6.7,59.13,potatoes,3.18,low,peat,unconfined,6.65,67.32,62.72,2,96.77,2.06,,,,,,,,,,,,,,,,,,,,9.98,64.21,19.19
10264,2021-03-22,5.95,0.64,52.8,148.37,91.17,5.59,40.76,sugar beet,3.79,low,loess,confined,5.34,82.89,52.01,22,104.26,12.4,432.026,0.2,71.554,6.7,0.462,4.796,1.089,10.5,5.38,1.876,2.216,0.066,4.624,0.047,2.826,0.05,,0.473,22.688,8.83,67.99,11.64
10265,2021-03-22,5.95,0.64,52.8,148.37,91.17,5.59,40.76,sugar beet,3.79,low,loess,confined,5.34,82.89,52.01,22,104.26,12.4,10.0,0.487,195.485,169.425,0.05,29.546,0.5,101.4,6.9,1.455,21.254,0.999,33.465,0.571,0.029,0.921,,0.2,16.045,6.3,82.76,13.08
10266,2021-03-22,5.95,0.64,52.8,148.37,91.17,5.59,40.76,sugar beet,3.79,low,loess,confined,5.34,82.89,52.01,22,104.26,12.4,10.0,0.2,32.231,113.023,0.05,22.524,0.5,64.6,7.14,1.215,8.566,0.119,15.476,1.365,0.029,0.112,,0.2,4.0,7.38,73.0,10.2
10267,2021-03-22,5.95,0.64,52.8,148.37,91.17,5.59,40.76,sugar beet,3.79,low,loess,confined,5.34,82.89,52.01,22,104.26,12.4,10.0,0.2,204.591,195.835,0.05,47.664,0.5,111.1,6.74,0.69,22.089,1.826,26.521,0.339,0.029,0.264,,0.2,4.0,6.26,76.76,8.31
10268,2020-12-21,5.46,0.6,23.76,60.68,102.97,5.34,71.61,wheat,3.23,low,peat,unconfined,8.95,71.26,65.32,57,60.91,8.74,,,,,,,,,,,,,,,,,,,,1.01,93.2,2.14
10269,2023-07-07,5.8,1.13,14.98,207.87,105.25,6.12,103.43,wheat,3.6,low,clay,unconfined,2.23,117.48,72.61,15,37.19,17.61,,,,,,,,,,,,,,,,,,,,10.32,65.8,19.59
10270,2022-11-27,6.04,0.88,11.32,52.52,69.51,5.83,33.86,maize,3.57,high,peat,unconfined,1.12,67.2,56.01,29,75.29,0.0,,,,,,,,,,,,,,,,,,,,4.29,83.88,8.52
10271,2023-08-17,6.46,0.95,62.06,175.5,126.11,8.78,52.68,maize,0.26,low,peat,confined,4.47,158.9,56.22,19,84.32,29.9,,,,,,,,,,,,,,,,,,,,9.5,50.26,19.34
10272,2024-04-20,5.91,0.89,37.3,58.08,72.47,6.93,50.1,sugar beet,3.56,low,peat,unconfined,5.85,130.25,141.0,48,32.4,9.87,,,,,,,,,,,,,,,,,,,,6.36,78.52,8.34
10273,2023-03-19,5.4,1.46,28.02,129.3,129.88,6.41,56.26,grass,0.8,low,peat,unconfined,1.64,82.71,108.93,28,76.8,8.32,,,,,,,,,,,,,,,,,,,,8.76,78.1,10.37
10274,2023-04-05,6.03,1.38,37.36,212.13,138.76,7.11,37.93,sugar beet,2.5,low,clay,confined,6.31,114.65,113.82,54,51.94,22.85,35.291,3.722,18.521,27.855,0.05,12.849,0.5,27.3,5.88,1.8,6.671,0.293,10.616,0.357,0.029,0.096,,0.2,4.0,7.6,68.01,13.73
10275,2023-04-05,6.03,1.38,37.36,212.13,138.76,7.11,37.93,sugar beet,2.5,low,clay,confined,6.31,114.65,113.82,54,51.94,22.85,14.185,0.2,40.043,29.723,0.136,24.788,0.5,30.5,5.45,10.279,5.009,0.015,12.949,0.047,13.32,0.05,,0.2,16.129,6.87,69.56,10.18
10276,2023-04-05,6.03,1.38,37.36,212.13,138.76,7.11,37.93,sugar beet,2.5,low,clay,confined,6.31,114.65,113.82,54,51.94,22.85,10.0,17.497,161.102,119.216,0.05,17.224,0.5,77.4,6.75,11.088,9.791,1.704,13.367,1.477,0.048,0.273,,0.2,4.0,5.9,69.12,8.09
10277,2023-04-05,6.03,1.38,37.36,212.13,138.76,7.11,37.93,sugar beet,2.5,low,clay,confined,6.31,114.65,113.82,54,51.94,22.85,10.0,0.254,33.816,146.901,0.05,34.794,0.5,84.8,7.0,2.645,15.584,0.004,13.337,0.047,17.281,0.05,,0.2,4.0,5.34,81.1,14.41
10278,2023-04-05,6.03,1.38,37.36,212.13,138.76,7.11,37.93,sugar beet,2.5,low,clay,confined,6.31,114.65,113.82,54,51.94,22.85,18.215,0.2,30.649,48.715,0.265,32.083,0.895,47.4,5.17,1.57,16.642,0.059,15.336,0.047,20.329,0.05,,0.361,25.595,5.46,66.76,13.9
10279,2021-01-31,6.06,0.63,61.61,68.3,65.11,6.42,37.0,potatoes,1.26,low,clay,confined,2.64,98.84,55.55,35,84.67,8.35,,,,,,,,,,,,,,,,,,,,1.92,91.1,2.11
10280,2023-03-18,6.09,0.84,55.57,142.56,66.09,0.84,37.47,wheat,3.4,low,loess,unconfined,1.0,114.18,54.56,22,48.83,19.56,,,,,,,,,,,,,,,,,,,,6.33,79.3,9.55
10281,2022-02-06,6.46,1.26,48.77,181.39,104.55,4.77,40.77,maize,1.51,low,clay,confined,9.17,90.22,85.36,4,76.49,24.06,,,,,,,,,,,,,,,,,,,,1.96,89.31,2.31
10282,2024-09-22,6.51,1.18,52.76,173.21,160.15,3.76,41.09,maize,4.56,low,loess,unconfined,0.52,95.08,78.0,15,74.57,16.53,,,,,,,,,,,,,,,,,,,,3.44,83.61,9.94
10283,2022-07-10,5.7,0.99,43.6,153.51,76.29,5.66,-0.1,wheat,0.24,low,sand,unconfined,0.59,51.88,105.42,15,67.68,14.24,,,,,,,,,,,,,,,,,,,,11.3,59.73,18.28
10284,2022-08-19,5.69,0.66,46.04,174.79,83.87,3.89,51.77,potatoes,2.36,low,clay,unconfined,9.85,58.66,90.27,35,23.22,20.73,,,,,,,,,,,,,,,,,,,,8.1,67.14,18.54
10285,2024-12-04,5.48,0.8,44.42,119.46,112.84,6.18,43.98,potatoes,2.14,high,peat,confined,3.57,51.13,101.32,24,60.34,14.82,,,,,,,,,,,,,,,,,,,,1.88,89.11,3.42
10286,2023-11-03,6.35,0.84,40.0,246.64,126.27,4.16,35.63,potatoes,0.96,low,loess,unconfined,5.72,114.69,81.68,42,57.5,24.11,,,,,,,,,,,,,,,,,,,,3.68,77.69,8.67
10287,2024-06-27,6.72,1.08,55.07,69.47,121.08,8.4,51.86,wheat,0.35,low,clay,unconfined,1.99,86.75,67.86,39,47.47,10.15,,,,,,,,,,,,,,,,,,,,8.79,63.98,23.35
10288,2020-11-11,5.84,1.51,47.23,208.1,101.29,8.3,49.89,sugar beet,1.13,low,peat,unconfined,4.38,114.9,50.92,49,62.31,31.32,,,,,,,,,,,,,,,,,,,,3.89,86.84,10.77
10289,2024-06-17,5.88,0.79,22.39,159.47,87.78,2.11,42.05,potatoes,0.65,low,loess,confined,0.83,56.39,88.7,46,72.15,9.32,,,,,,,,,,,,,,,,,,,,11.8,53.56,18.28
10290,2024-06-10,6.73,0.69,50.58,180.86,113.27,5.65,50.18,sugar beet,0.93,medium,loess,confined,0.36,102.54,50.71,50,81.77,18.54,,,,,,,,,,,,,,,,,,,,8.3,61.05,18.81
10291,2021-08-09,6.25,0.97,44.94,189.73,-28.02,4.08,38.36,grass,4.29,low,clay,unconfined,10.0,146.51,78.01,18,92.32,8.62,,,,,,,,,,,,,,,,,,,,8.44,58.47,19.56
10292,2020-10-11,6.22,1.31,52.23,177.78,174.77,5.5,26.62,maize,3.62,low,loess,unconfined,2.13,110.7,63.42,15,85.39,16.66,,,,,,,,,,,,,,,,,,,,4.21,86.77,12.22
10293,2023-08-14,5.4,0.57,37.92,109.45,92.57,6.17,89.22,sugar beet,0.71,low,clay,unconfined,3.93,99.78,99.47,45,87.45,12.47,10.0,0.2,145.829,136.264,0.05,176.146,0.5,130.2,7.28,9.912,10.486,0.281,132.058,1.688,0.029,0.514,,0.2,4.0,10.01,50.35,22.99
10294,2023-08-14,5.4,0.57,37.92,109.45,92.57,6.17,89.22,sugar beet,0.71,low,clay,unconfined,3.93,99.78,99.47,45,87.45,12.47,10.0,0.367,200.088,139.954,0.05,182.641,0.5,128.4,6.76,8.173,27.329,0.438,87.69,7.902,0.029,0.819,,0.2,4.0,8.08,50.97,24.44
10295,2023-08-14,5.4,0.57,37.92,109.45,92.57,6.17,89.22,sugar beet,0.71,low,clay,unconfined,3.93,99.78,99.47,45,87.45,12.47,10.0,0.698,116.497,112.107,0.05,94.43,0.5,98.9,6.8,12.07,27.54,0.484,50.094,7.187,0.029,1.084,,0.2,4.0,11.83,59.25,19.05
10296,2024-02-04,6.34,1.44,56.23,135.69,107.29,2.44,40.08,grass,4.51,medium,peat,confined,5.97,170.58,69.49,3,71.91,10.83,,,,,,,,,,,,,,,,,,,,2.18,90.08,2.76
10297,2023-04-09,5.54,0.95,38.77,77.42,183.98,3.05,55.31,wheat,4.44,high,sand,unconfined,5.23,114.5,101.22,55,85.13,0.0,,,,,,,,,,,,,,,,,,,,8.21,68.86,11.35
10298,2023-05-27,5.43,0.78,54.48,135.08,70.35,3.3,101.93,grass,1.26,low,sand,confined,3.67,92.78,64.34,40,36.31,20.43,,,,,,,,,,,,,,,,,,,,7.31,66.9,11.19
10299,2022-11-09,5.83,0.52,30.87,166.13,193.28,3.9,41.73,grass,0.24,medium,sand,unconfined,0.3,128.61,87.26,28,92.29,8.41,,,,,,,,,,,,,,,,,,,,3.76,87.6,8.26
10300,2022-02-23,5.71,1.21,32.25,180.36,129.59,3.96,59.2,maize,3.47,low,sand,unconfined,5.08,148.94,62.94,20,93.29,24.0,,,,,,,,,,,,,,,,,,,,1.48,86.29,3.3
10301,2023-08-01,5.89,0.95,52.04,169.57,117.86,6.59,96.53,grass,2.91,low,clay,unconfined,9.45,101.8,42.46,0,75.08,17.46,10.0,1.742,135.935,125.457,0.05,258.247,0.5,141.6,6.7,4.559,16.354,0.982,101.008,22.888,0.029,1.505,,0.2,4.0,8.03,50.71,18.82
10302,2023-08-01,5.89,0.95,52.04,169.57,117.86,6.59,96.53,grass,2.91,low,clay,unconfined,9.45,101.8,42.46,0,75.08,17.46,10.0,1.784,137.321,122.986,0.05,259.026,0.5,140.9,6.72,4.526,16.247,0.974,101.716,22.18,0.029,1.446,,0.2,4.0,11.84,61.49,21.8
10303,2023-08-01,5.89,0.95,52.04,169.57,117.86,6.59,96.53,grass,2.91,low,clay,unconfined,9.45,101.8,42.46,0,75.08,17.46,10.0,0.355,178.964,122.8,0.05,288.692,0.5,138.5,6.82,4.53,13.102,0.83,119.211,12.121,0.029,0.624,,0.2,4.0,10.92,65.72,21.94
10304,2023-08-01,5.89,0.95,52.04,169.57,117.86,6.59,96.53,grass,2.91,low,clay,unconfined,9.45,101.8,42.46,0,75.08,17.46,1307.994,0.2,59.753,18.458,0.159,26.414,0.5,23.9,4.76,2.479,1.729,0.026,17.916,0.047,4.951,0.05,,0.2,4.0,8.04,54.39,18.59
10305,2023-08-01,5.89,0.95,52.04,169.57,117.86,6.59,96.53,grass,2.91,low,clay,unconfined,9.45,101.8,42.46,0,75.08,17.46,10.0,0.2,118.558,144.1,0.05,36.083,0.5,89.4,6.93,0.53,17.718,0.756,27.924,0.776,0.029,0.671,,0.2,4.0,9.76,52.33,24.67
10306,2023-08-01,5.89,0.95,52.04,169.57,117.86,6.59,96.53,grass,2.91,low,clay,unconfined,9.45,101.8,42.46,0,75.08,17.46,10.0,0.2,180.118,133.984,0.05,41.443,0.5,83.9,7.0,0.966,18.171,0.694,28.278,0.672,0.029,0.636,,0.2,4.0,10.45,54.28,18.18
10307,2023-08-01,5.89,0.95,52.04,169.57,117.86,6.59,96.53,grass,2.91,low,clay,unconfined,9.45,101.8,42.46,0,75.08,17.46,10.0,1.9,18.425,18.884,0.05,12.057,0.5,20.1,6.73,0.824,3.947,0.256,12.158,0.054,0.029,0.22,,0.2,4.0,11.18,61.7,23.37
10308,2023-08-01,5.89,0.95,52.04,169.57,117.86,6.59,96.53,grass,2.91,low,clay,unconfined,9.45,101.8,42.46,0,75.08,17.46,10.0,2.08,17.984,17.854,0.05,12.052,0.5,20.0,6.63,0.779,3.776,0.248,12.093,0.054,0.029,0.224,,0.2,4.0,11.06,68.33,20.53
10309,2020-06-27,5.28,1.05,33.36,62.25,125.76,5.44,17.0,grass,1.88,medium,clay,unconfined,7.42,96.47,76.7,43,59.81,3.29,,,,,,,,,,,,,,,,,,,,11.93,55.49,20.63
10310,2024-07-16,6.48,0.73,84.12,121.89,66.34,3.26,76.68,maize,0.24,low,peat,unconfined,7.2,91.14,71.47,17,86.09,14.37,,,,,,,,,,,,,,,,,,,,9.31,68.61,21.64
10311,2023-10-24,6.56,0.9,51.33,116.89,34.04,4.36,54.44,wheat,0.65,low,clay,unconfined,9.47,94.01,54.12,29,99.55,16.83,,,,,,,,,,,,,,,,,,,,3.24,75.78,9.54
10312,2022-03-27,5.03,0.85,40.5,84.49,52.78,0.26,39.9,potatoes,3.01,low,clay,unconfined,2.0,62.97,99.06,49,112.53,9.58,,,,,,,,,,,,,,,,,,,,7.97,75.26,13.62
10313,2022-03-10,6.49,0.97,56.4,108.2,143.5,9.04,50.97,sugar beet,3.36,low,loess,unconfined,9.73,115.06,77.5,55,71.72,12.47,,,,,,,,,,,,,,,,,,,,6.61,68.96,11.27
10314,2021-03-14,5.59,0.8,30.39,150.06,62.58,5.04,42.76,sugar beet,1.03,medium,sand,unconfined,9.83,104.34,89.34,20,68.17,10.32,,,,,,,,,,,,,,,,,,,,5.49,75.57,14.54
10315,2020-11-14,6.43,0.54,58.46,220.69,33.84,6.99,81.53,grass,2.24,high,clay,unconfined,4.99,100.68,51.91,8,55.86,15.05,,,,,,,,,,,,,,,,,,,,4.56,88.76,11.73
10316,2023-12-23,5.97,1.82,57.9,102.35,96.83,6.59,49.68,potatoes,4.37,low,clay,unconfined,7.79,135.58,111.69,0,79.38,12.81,,,,,,,,,,,,,,,,,,,,2.55,90.35,2.15
10317,2020-01-07,6.01,0.59,65.07,93.56,122.99,4.93,63.96,potatoes,1.2,low,sand,unconfined,0.32,87.06,80.52,22,70.22,9.19,,,,,,,,,,,,,,,,,,,,2.56,85.91,3.15
10318,2021-06-05,5.91,1.05,31.18,120.03,101.55,0.24,39.42,grass,4.38,low,clay,unconfined,9.7,68.0,81.97,26,79.87,11.82,,,,,,,,,,,,,,,,,,,,10.94,68.47,19.77
10319,2021-05-02,6.61,0.47,15.55,166.87,124.26,3.88,55.85,sugar beet,1.44,medium,loess,unconfined,4.57,75.61,55.44,47,63.68,12.87,,,,,,,,,,,,,,,,,,,,7.21,69.15,13.86
10320,2023-06-29,5.38,0.4,27.8,211.19,146.2,5.71,42.34,sugar beet,4.29,low,clay,unconfined,9.9,125.74,99.81,48,76.09,20.2,,,,,,,,,,,,,,,,,,,,10.05,57.89,20.4
10321,2020-07-05,6.3,1.03,34.37,145.67,122.85,5.12,21.6,potatoes,2.89,medium,sand,unconfined,4.37,86.88,56.9,56,81.79,12.71,,,,,,,,,,,,,,,,,,,,9.3,56.22,24.89
10322,2022-02-08,6.55,1.05,73.34,77.71,93.84,7.08,76.17,potatoes,3.77,high,peat,unconfined,6.62,87.81,70.28,39,71.3,12.15,,,,,,,,,,,,,,,,,,,,2.77,91.07,0.67
10323,2023-04-06,6.36,1.38,83.9,88.35,78.23,5.0,56.96,grass,1.7,low,peat,unconfined,1.27,90.25,61.84,11,71.54,11.39,183.903,0.2,50.976,17.344,0.382,7.109,2.643,21.7,4.75,12.451,3.945,0.23,7.565,0.047,11.971,0.05,,1.31,36.655,5.85,65.37,9.78
10324,2023-04-06,6.36,1.38,83.9,88.35,78.23,5.0,56.96,grass,1.7,low,peat,unconfined,1.27,90.25,61.84,11,71.54,11.39,10.0,0.2,13.532,44.698,0.05,9.786,0.5,29.7,7.45,1.232,7.522,0.331,6.5,0.08,0.029,0.057,,0.2,4.0,7.68,67.02,14.44
10325,2023-04-06,6.36,1.38,83.9,88.35,78.23,5.0,56.96,grass,1.7,low,peat,unconfined,1.27,90.25,61.84,11,71.54,11.39,10.0,0.2,13.726,44.857,0.05,9.82,0.778,29.8,7.53,1.222,7.55,0.336,6.554,0.072,0.029,0.069,,0.2,4.0,7.9,83.99,12.87
10326,2023-04-06,6.36,1.38,83.9,88.35,78.23,5.0,56.96,grass,1.7,low,peat,unconfined,1.27,90.25,61.84,11,71.54,11.39,66.489,0.2,54.772,30.219,0.05,41.221,0.5,29.3,5.66,0.942,2.631,0.996,14.764,0.996,0.029,0.191,,0.2,4.0,6.82,67.6,12.88
10327,2023-04-06,6.36,1.38,83.9,88.35,78.23,5.0,56.96,grass,1.7,low,peat,unconfined,1.27,90.25,61.84,11,71.54,11.39,10.0,0.2,17.613,17.339,0.05,12.308,0.5,16.2,6.09,1.195,1.462,0.093,10.884,0.54,0.029,0.283,,0.2,4.0,7.17,66.14,9.76
10328,2021-06-12,7.16,1.12,46.89,159.41,130.83,8.68,65.42,sugar beet,0.7,medium,clay,confined,1.63,61.18,96.72,58,90.71,21.24,,,,,,,,,,,,,,,,,,,,8.43,53.15,23.31
