date;pH;electrical_conductivity_dS_m;nitrate_input_mg_L;fertilizer_kg_ha;manure_kg_ha;ammonium_mg_L;chloride_mg_L;crop_type;livestock_density_LU_ha;urbanization;soil_type;aquifer_type;permeability_m_day;groundwater_level_cm;precipitation_mm;drought_days;evaporation_mm;nitrate_groundwater_mg_L
7-4-2023;5.55;1.13;21.63;276.81;77.28;6.48;62.93;wheat;3.23;low;loess;confined;0.7;142.44;37.31;5;63.09;17.18
15-11-2021;6.4;0.9;51.23;93.3;149.47;5.96;47.15;sugar beet;2.24;low;sand;unconfined;4.35;58.7;50.42;22;86.13;14.96
30-10-2023;6.06;0.54;41.01;132.14;85.31;4.6;43.48;sugar beet;2.95;low;loess;confined;9.91;89.72;107.61;10;61.61;14.34
22-12-2023;5.36;1.29;55.04;134.15;83.47;1.68;78.22;sugar beet;4.2;high;loess;unconfined;8.95;93.63;58.27;27;65.65;14.61
11-3-2023;6.44;1.27;45.24;82.41;115.32;4.91;76.19;wheat;2.84;low;clay;confined;8.18;115.17;74.88;41;77.89;19.03
8-1-2020;5.28;1.21;37.31;186.29;93.45;6.11;64.99;potatoes;2.68;low;sand;confined;6.23;88.93;77.76;47;94.99;11.67
10-11-2024;6.17;0.95;33.95;128.56;87.54;0.68;54.18;sugar beet;0.72;high;sand;unconfined;1.36;124.64;52.36;27;34.4;16.42
2-2-2024;5.59;1.18;86.5;31.01;72.28;4.87;39.68;wheat;2.31;high;peat;unconfined;9.0;92.38;87.94;19;64.66;17.83
25-7-2020;5.82;1.27;70.7;184.76;154.49;4.81;44.22;wheat;3.14;low;peat;unconfined;3.66;88.11;84.15;14;55.27;24.01
13-6-2024;6.25;1.49;49.91;118.19;93.97;3.17;43.3;potatoes;3.53;high;clay;unconfined;1.79;128.1;81.54;15;84.05;20.2
24-6-2024;6.26;1.3;41.57;144.75;77.51;6.52;57.84;potatoes;0.41;low;clay;confined;1.46;76.82;93.78;5;50.57;7.22
1-10-2024;6.67;1.02;50.76;183.84;88.12;6.89;49.37;potatoes;3.42;low;clay;unconfined;8.49;158.98;111.55;10;77.01;17.8
5-7-2021;5.96;0.61;56.54;131.76;114.2;8.63;49.86;maize;0.98;low;loess;unconfined;6.38;45.04;46.04;50;39.05;17.55
5-10-2024;6.15;1.05;48.38;131.36;158.45;4.94;80.82;maize;3.31;low;peat;confined;1.16;101.27;108.21;7;81.94;15.41
9-6-2022;5.78;1.08;24.97;273.24;93.24;7.58;72.87;sugar beet;1.4;low;peat;unconfined;8.5;104.5;79.76;50;83.33;17.31
6-3-2020;6.09;1.21;75.69;42.31;65.49;3.36;34.38;wheat;2.95;low;sand;unconfined;2.63;109.39;68.86;37;71.12;13.95
24-6-2021;6.22;1.41;44.92;85.7;176.75;4.26;55.94;potatoes;0.78;medium;peat;unconfined;6.02;120.86;70.6;40;44.0;8.78
26-7-2022;5.95;0.97;80.28;95.4;105.42;6.36;34.49;maize;4.8;low;loess;unconfined;9.61;110.91;107.25;12;72.49;20.59
8-10-2020;5.1;1.63;43.74;239.45;95.76;3.69;62.05;sugar beet;3.5;low;loess;unconfined;7.92;41.97;108.56;41;72.5;22.29
10-1-2021;6.17;0.47;35.09;117.77;102.87;4.68;88.58;wheat;1.27;low;peat;unconfined;6.76;133.59;58.87;51;71.37;10.01
21-7-2023;6.18;1.13;67.68;162.01;50.18;6.68;42.88;potatoes;4.16;high;sand;unconfined;7.72;43.84;105.34;30;79.48;13.91
4-4-2021;5.66;0.76;46.02;126.3;98.18;4.99;65.81;maize;4.78;medium;clay;unconfined;5.43;111.01;54.07;5;45.37;8.23
28-11-2024;5.36;0.43;42.67;180.16;130.38;3.16;82.27;maize;2.71;low;peat;unconfined;4.13;107.18;78.22;43;84.2;16.05
29-2-2020;6.74;0.94;15.99;149.36;148.8;3.82;47.28;wheat;1.74;low;clay;confined;0.27;65.55;36.06;35;87.23;12.38
12-4-2024;6.25;0.56;53.2;162.65;85.67;4.45;59.89;maize;0.95;low;clay;unconfined;0.1;87.73;76.95;43;36.87;19.03
29-10-2021;5.89;0.95;30.13;214.36;107.52;6.18;84.3;wheat;3.09;low;loess;confined;9.27;71.53;48.5;1;44.64;16.43
16-1-2021;5.43;1.01;31.04;172.01;149.52;4.35;31.28;potatoes;1.25;low;peat;unconfined;1.11;65.23;130.88;39;69.8;24.25
12-6-2020;5.59;1.34;30.19;113.25;101.5;0.1;29.27;wheat;4.43;low;sand;unconfined;6.02;122.73;110.82;46;49.94;0.0
6-9-2024;6.65;0.55;48.78;165.6;128.78;6.57;25.11;potatoes;1.36;low;clay;unconfined;5.72;57.31;93.04;55;77.31;16.99
4-6-2023;6.07;1.27;9.29;270.93;116.97;6.29;65.1;grass;0.53;low;clay;unconfined;6.05;68.34;103.25;6;78.89;20.19
16-4-2022;5.72;1.03;35.78;178.25;73.43;2.87;29.74;maize;4.94;low;loess;unconfined;5.1;101.83;129.22;23;80.05;8.22
22-5-2020;6.25;1.31;59.61;157.6;63.35;2.73;61.2;grass;1.94;medium;sand;confined;9.47;111.63;107.12;52;42.23;16.87
11-12-2021;5.59;0.87;15.09;81.47;142.37;7.7;77.19;wheat;3.28;low;loess;unconfined;3.56;66.68;70.6;12;60.41;8.28
3-11-2021;6.75;0.6;43.46;186.22;-6.99;4.52;36.76;potatoes;1.33;medium;sand;unconfined;3.14;148.84;38.36;33;69.05;20.81
25-4-2021;6.68;0.63;27.37;193.61;73.26;6.51;34.76;maize;1.25;low;peat;unconfined;3.7;135.27;99.0;44;49.78;11.17
15-11-2022;5.77;0.61;31.93;165.64;44.19;3.61;63.4;sugar beet;2.15;high;peat;unconfined;2.14;47.6;112.06;27;59.21;12.63
27-12-2021;5.69;1.14;73.1;155.7;142.43;6.31;50.96;maize;4.24;low;clay;unconfined;7.26;119.36;97.33;0;73.04;19.74
15-1-2022;4.69;1.44;6.99;291.63;154.59;3.15;2.74;sugar beet;2.82;low;sand;unconfined;3.53;138.52;106.9;45;67.63;10.33
17-7-2023;5.26;0.83;55.31;192.77;71.03;5.84;80.64;maize;2.62;low;peat;confined;0.71;40.19;72.3;7;79.57;22.75
17-3-2021;5.33;1.19;30.44;212.0;210.6;5.71;61.04;potatoes;1.93;low;loess;unconfined;1.26;89.9;82.5;5;41.97;16.65
14-3-2021;6.07;0.54;29.45;153.34;155.09;0.87;42.39;wheat;1.24;medium;clay;unconfined;7.72;109.9;62.03;58;72.16;12.68
2-6-2024;5.84;1.05;17.77;143.42;107.89;5.25;41.58;potatoes;3.81;low;clay;unconfined;1.05;93.17;70.12;9;66.97;9.29
18-9-2023;5.33;1.2;55.08;181.6;160.0;3.56;64.01;maize;0.08;medium;peat;confined;2.2;79.08;104.93;45;68.43;11.28
25-7-2021;5.86;0.57;36.17;143.37;74.33;7.19;49.1;sugar beet;4.69;low;peat;unconfined;3.82;70.79;101.71;4;65.75;10.89
6-12-2024;6.25;0.94;33.65;147.48;88.94;5.47;51.14;potatoes;3.85;low;clay;unconfined;7.96;104.03;40.56;29;60.04;16.78
16-6-2021;6.26;1.21;42.2;173.16;118.53;4.51;53.01;potatoes;1.6;low;peat;unconfined;0.85;101.67;42.49;11;65.33;18.47
30-3-2022;5.05;0.12;36.59;124.36;72.32;8.04;33.62;sugar beet;4.19;medium;sand;unconfined;2.03;119.08;85.27;24;64.08;22.79
12-9-2024;5.94;1.4;0.0;161.02;48.63;1.19;42.78;grass;1.7;low;peat;unconfined;2.07;106.69;89.79;38;55.77;9.09
29-3-2020;5.31;1.11;30.18;154.0;62.48;8.85;46.23;maize;1.59;low;clay;confined;4.71;128.45;46.39;11;71.04;11.62
19-5-2022;6.45;1.22;57.91;198.35;92.13;8.75;34.79;potatoes;1.54;low;loess;unconfined;4.09;150.42;87.24;55;75.1;21.8
13-10-2021;6.39;0.88;9.87;119.43;118.77;4.22;55.49;potatoes;2.01;low;loess;unconfined;8.07;155.37;47.16;40;44.52;10.84
8-10-2022;5.55;0.48;18.2;50.0;86.48;6.78;59.69;maize;4.13;low;sand;unconfined;2.84;87.22;100.78;55;72.0;7.61
12-3-2023;5.62;1.16;31.46;134.47;34.41;5.97;83.73;sugar beet;1.3;high;peat;unconfined;1.35;33.56;110.62;56;57.24;6.12
19-2-2021;5.77;0.98;25.49;169.86;118.81;0.03;34.78;maize;3.1;low;clay;confined;2.46;134.68;105.26;43;59.14;17.82
17-11-2022;4.87;1.01;39.44;198.21;150.93;4.78;67.81;wheat;0.83;low;clay;unconfined;3.22;81.82;56.47;39;86.12;28.99
10-12-2021;6.17;1.33;18.14;115.36;73.6;2.47;78.5;wheat;4.95;low;sand;unconfined;5.92;115.1;59.28;28;34.23;15.99
23-11-2024;5.86;1.23;32.24;177.1;166.51;2.29;68.99;potatoes;1.11;low;sand;unconfined;3.93;152.52;108.03;33;66.16;27.43
12-1-2023;6.49;1.58;39.04;206.76;134.75;4.43;40.04;wheat;4.16;high;peat;confined;2.29;76.82;99.0;27;87.89;15.91
4-12-2021;5.45;1.05;52.98;187.56;57.83;4.5;43.81;maize;1.17;medium;peat;unconfined;1.18;116.87;53.68;27;60.01;10.59
3-8-2021;5.69;0.79;64.9;110.47;74.08;7.43;80.36;potatoes;2.24;low;sand;unconfined;5.92;118.91;62.98;53;82.47;12.14
25-12-2020;5.25;0.94;34.77;115.84;87.48;3.5;46.27;wheat;1.3;medium;sand;unconfined;9.38;112.35;67.31;44;73.07;6.2
14-9-2021;5.5;1.12;77.76;171.75;92.59;4.21;49.4;sugar beet;3.69;low;sand;confined;2.16;150.32;59.17;9;41.51;28.54
13-9-2024;5.41;1.3;36.32;231.27;2.46;7.73;40.27;wheat;3.31;medium;peat;unconfined;1.35;125.59;78.9;1;78.11;15.95
25-7-2024;6.5;0.56;56.58;150.71;69.87;4.63;65.48;sugar beet;0.59;low;loess;unconfined;9.09;96.41;56.81;6;63.09;5.39
12-1-2020;5.65;1.0;78.63;141.73;77.85;3.97;0.78;wheat;4.01;high;clay;unconfined;6.0;133.1;74.6;32;67.8;15.83
3-11-2020;6.06;1.48;42.79;81.52;175.62;6.71;33.8;sugar beet;4.49;low;sand;unconfined;3.67;101.05;38.23;39;66.72;16.16
4-1-2020;5.81;0.93;12.53;131.79;109.08;6.06;30.4;maize;0.33;low;sand;unconfined;0.69;78.86;98.23;58;72.21;9.86
7-3-2022;5.37;1.28;41.82;114.24;68.08;5.2;81.77;maize;0.49;high;loess;unconfined;7.6;71.77;124.71;18;96.8;10.37
28-7-2022;5.92;1.15;27.77;151.36;82.46;6.85;54.64;grass;0.3;low;peat;unconfined;7.21;149.74;115.16;53;69.31;15.0
7-1-2022;6.3;1.29;34.51;74.36;117.0;2.5;45.96;maize;1.3;low;loess;unconfined;8.98;137.03;64.67;33;63.11;3.85
20-2-2023;5.4;0.76;79.7;133.57;84.88;3.84;45.92;wheat;4.69;medium;sand;unconfined;5.73;163.77;76.88;26;66.47;16.5
8-4-2021;6.4;0.76;15.54;99.55;76.59;9.0;22.37;potatoes;0.95;high;loess;unconfined;3.25;87.02;99.41;35;52.15;0.0
18-7-2020;5.58;1.01;46.01;197.01;77.87;-1.07;77.12;sugar beet;4.81;high;peat;confined;1.76;164.83;66.12;55;51.66;20.01
22-1-2024;5.76;0.54;22.45;107.04;119.19;3.65;42.97;maize;1.51;low;sand;unconfined;2.29;142.11;80.49;51;77.94;14.16
20-7-2022;6.27;0.92;33.85;121.38;44.73;2.63;61.86;potatoes;3.87;low;sand;unconfined;5.18;99.25;54.34;2;48.9;11.44
21-12-2023;5.67;1.08;54.9;164.11;56.52;5.14;36.87;sugar beet;2.96;medium;peat;unconfined;8.49;77.22;76.99;4;62.43;16.87
22-6-2020;6.02;1.54;46.36;127.31;62.89;6.21;48.8;sugar beet;1.11;low;loess;unconfined;9.03;149.55;88.68;7;54.91;10.37
26-4-2022;5.84;1.12;35.5;267.97;55.84;7.21;31.62;sugar beet;4.31;low;peat;unconfined;4.9;77.81;84.12;24;65.34;20.03
7-9-2020;6.06;1.19;27.0;196.53;67.05;4.18;45.04;maize;0.22;low;sand;confined;0.49;68.13;95.06;56;48.06;17.51
24-9-2020;4.81;1.35;46.32;150.86;135.87;3.15;70.82;sugar beet;0.05;low;sand;confined;1.27;68.14;96.0;53;72.92;18.21
6-6-2021;5.09;0.71;74.15;168.41;141.45;2.1;52.12;grass;2.18;low;clay;unconfined;9.51;92.79;84.29;45;77.79;21.97
8-2-2020;6.31;0.95;21.97;32.23;110.87;5.1;57.48;maize;2.1;low;peat;unconfined;2.37;58.82;119.39;7;82.33;13.69
22-4-2022;6.52;1.73;78.23;211.59;108.59;9.25;51.25;potatoes;3.29;high;peat;unconfined;8.21;116.38;97.7;13;70.9;20.8
23-9-2023;5.54;0.98;63.99;175.59;73.2;3.82;82.62;grass;0.16;low;loess;unconfined;9.3;128.71;73.0;21;71.75;14.83
17-6-2021;5.88;1.33;67.39;146.34;16.76;4.86;33.67;grass;3.41;high;peat;unconfined;9.39;120.17;66.26;25;62.4;12.41
15-6-2023;6.15;1.29;46.17;178.29;105.75;5.27;47.24;maize;2.73;low;peat;unconfined;1.09;98.85;49.94;4;69.17;11.87
4-11-2024;6.35;0.56;63.42;184.39;111.91;4.15;53.76;sugar beet;1.64;medium;peat;unconfined;1.77;104.64;81.19;14;71.54;15.09
5-1-2021;4.99;1.09;19.82;129.18;73.05;7.85;30.08;grass;2.38;low;loess;unconfined;4.66;128.49;125.44;34;86.52;12.81
5-4-2023;5.56;1.04;26.64;169.01;56.96;7.42;52.53;wheat;0.33;low;clay;unconfined;3.26;116.46;99.68;46;70.22;9.57
20-12-2024;5.83;1.1;55.32;202.44;49.06;6.64;50.59;potatoes;2.22;low;peat;unconfined;3.72;97.23;150.79;40;32.49;23.25
9-1-2022;6.35;0.77;45.92;172.74;106.71;6.92;52.28;wheat;2.73;low;clay;confined;5.28;85.79;84.67;47;65.48;5.86
18-6-2023;7.25;0.66;37.03;137.37;103.28;3.63;52.37;maize;3.22;low;loess;unconfined;9.36;78.83;87.64;38;79.71;12.42
29-5-2024;5.89;0.86;0.0;164.83;147.78;2.7;36.57;grass;0.04;medium;loess;unconfined;4.94;115.1;51.52;57;54.33;12.12
7-10-2021;5.3;0.97;31.29;219.11;67.78;3.65;17.51;sugar beet;3.84;low;loess;unconfined;4.41;109.01;68.41;29;62.22;16.58
4-6-2020;6.2;1.36;16.52;189.2;88.48;5.56;53.66;sugar beet;1.5;low;loess;unconfined;6.6;106.26;35.49;56;56.15;11.52
7-4-2021;6.66;1.55;49.87;91.85;100.69;4.35;32.13;grass;1.79;high;sand;unconfined;1.49;103.32;104.55;47;62.99;5.77
26-6-2023;6.05;1.42;36.18;179.33;78.01;6.14;48.15;grass;3.75;low;peat;unconfined;4.86;136.99;81.48;43;75.78;15.69
11-1-2023;5.55;1.26;27.43;172.71;133.56;5.22;35.03;sugar beet;4.92;low;clay;confined;7.26;85.48;48.04;10;69.27;24.06
10-1-2023;6.48;0.7;92.86;208.21;149.53;2.32;20.38;potatoes;2.72;medium;clay;unconfined;5.97;120.3;78.88;29;77.21;14.32
20-11-2021;6.33;0.88;60.76;151.64;55.78;7.48;57.21;maize;0.53;medium;sand;unconfined;7.54;98.62;71.68;29;79.95;13.28
11-4-2024;5.49;1.06;61.12;131.53;81.68;3.98;64.01;potatoes;3.16;medium;clay;unconfined;8.87;113.6;94.6;3;93.86;22.69
27-6-2020;6.19;0.81;84.04;81.59;152.98;6.57;72.07;sugar beet;5.0;low;peat;confined;4.45;97.33;129.17;22;80.37;22.84
16-9-2020;6.5;1.17;56.04;115.27;112.93;3.3;41.06;maize;0.01;low;sand;confined;7.25;123.0;62.85;21;82.09;13.06
2-3-2021;6.59;1.22;24.58;210.4;104.69;3.24;50.79;maize;0.26;low;sand;unconfined;4.12;107.81;76.25;1;53.81;13.11
30-11-2020;5.97;1.16;22.24;159.9;113.65;3.14;56.81;sugar beet;2.22;high;sand;confined;8.7;111.39;60.38;5;63.88;12.23
17-8-2023;5.82;1.31;59.3;145.01;126.24;2.14;70.42;sugar beet;0.07;low;loess;unconfined;4.41;80.36;99.7;23;68.2;20.73
1-2-2020;6.61;0.73;0.0;214.78;115.57;2.18;15.0;grass;1.65;medium;sand;unconfined;6.81;101.45;52.57;49;75.61;8.24
19-8-2023;5.39;1.28;38.44;204.48;108.54;5.76;20.63;grass;1.07;medium;sand;unconfined;0.17;57.44;75.11;31;91.42;21.2
20-6-2021;6.22;0.79;0.0;113.21;100.38;3.14;77.77;grass;2.99;medium;loess;unconfined;4.04;75.4;122.94;34;81.59;10.61
14-12-2021;5.31;0.72;41.98;210.05;153.93;5.69;16.3;sugar beet;1.09;low;sand;confined;5.55;155.46;110.56;16;61.57;19.83
16-8-2024;6.53;1.16;57.08;67.07;89.35;5.2;68.35;potatoes;1.49;low;clay;unconfined;6.45;64.97;61.95;11;78.79;5.04
8-5-2024;5.87;1.36;45.59;172.98;100.05;6.76;76.62;maize;4.69;low;peat;confined;1.85;138.72;83.99;47;78.74;15.49
17-7-2023;6.63;1.15;58.76;167.07;162.08;2.96;66.07;potatoes;3.26;medium;clay;unconfined;6.39;132.89;80.75;39;74.57;17.08
14-5-2021;6.25;1.01;79.3;207.49;113.03;7.12;29.94;wheat;3.89;medium;loess;unconfined;7.5;125.58;95.5;0;58.76;20.08
18-1-2021;5.39;1.09;37.13;169.05;97.34;3.19;32.16;potatoes;2.68;low;loess;unconfined;2.87;83.47;139.3;14;52.7;13.67
10-2-2020;6.71;1.04;96.15;137.77;125.23;-0.48;48.85;wheat;0.54;low;peat;unconfined;3.6;62.61;84.19;51;68.84;11.1
15-9-2023;6.78;0.66;44.25;141.72;109.09;5.38;85.03;wheat;2.22;medium;peat;confined;9.11;107.87;43.03;8;71.32;12.57
12-7-2024;6.44;0.63;58.98;284.66;70.44;3.25;84.87;maize;1.06;medium;sand;unconfined;2.3;98.92;94.02;55;71.52;19.72
11-11-2023;5.62;0.98;27.78;154.13;109.8;8.0;55.98;maize;1.32;low;peat;confined;3.74;88.43;30.9;26;89.24;19.24
3-2-2024;5.85;1.02;72.39;179.85;67.65;5.6;18.11;wheat;4.21;low;peat;unconfined;7.24;116.39;63.08;2;62.92;21.04
15-12-2023;6.07;1.0;60.83;48.94;173.07;4.83;53.25;sugar beet;4.47;low;clay;unconfined;2.03;119.05;52.52;34;86.32;15.18
9-3-2024;5.65;1.2;69.43;108.63;109.55;5.4;45.85;wheat;1.12;low;peat;unconfined;5.1;86.5;91.62;54;72.98;19.52
5-3-2020;6.85;0.94;41.09;175.94;62.47;4.01;50.45;grass;2.22;low;loess;unconfined;7.49;123.8;82.72;59;56.63;13.66
24-1-2021;6.07;1.17;14.89;69.27;84.29;8.37;16.87;maize;4.85;medium;peat;unconfined;0.74;108.72;70.91;18;56.07;11.16
20-6-2020;4.65;0.96;49.21;177.47;130.38;3.9;54.88;potatoes;3.06;low;sand;unconfined;2.5;53.04;107.25;41;49.99;16.36
2-9-2021;6.17;1.55;6.06;113.74;56.35;5.93;19.93;maize;4.04;low;clay;confined;5.76;101.93;88.35;40;64.46;9.26
28-4-2020;5.83;1.02;33.28;98.31;208.82;3.36;-0.6;sugar beet;2.7;low;peat;unconfined;2.65;94.36;88.87;9;51.52;20.23
18-8-2022;5.96;1.7;43.82;113.56;41.79;5.0;54.49;grass;2.44;low;loess;unconfined;8.17;130.31;60.98;38;78.71;4.98
9-3-2024;5.82;1.11;87.54;226.38;137.03;2.53;88.37;sugar beet;3.62;low;peat;unconfined;6.74;72.23;55.56;7;58.75;20.28
15-8-2024;6.4;0.94;46.37;166.67;80.54;5.46;33.29;potatoes;1.6;medium;peat;unconfined;5.3;78.74;95.69;30;63.82;18.09
9-2-2022;6.56;0.73;42.79;104.48;67.65;5.13;40.54;maize;3.21;low;sand;unconfined;1.54;111.78;46.88;46;66.01;16.36
30-6-2021;6.14;0.57;38.74;188.77;121.51;6.1;67.91;potatoes;2.59;high;loess;unconfined;6.79;128.02;117.07;5;77.59;19.15
10-2-2023;5.83;0.7;13.16;191.49;81.84;5.94;73.25;grass;3.63;low;peat;unconfined;1.75;119.09;73.27;41;66.4;17.98
14-9-2020;5.98;0.74;41.72;130.93;163.66;5.06;52.11;potatoes;0.69;medium;peat;unconfined;9.38;148.24;87.2;34;50.02;13.24
12-11-2023;6.01;1.12;42.06;197.96;43.95;9.08;35.83;wheat;3.38;medium;sand;unconfined;0.83;127.91;77.06;1;65.07;17.77
10-5-2020;5.6;0.84;20.63;200.34;122.49;4.96;76.52;grass;3.19;medium;peat;unconfined;4.09;106.47;86.27;17;64.69;14.15
25-11-2023;6.29;1.06;16.27;192.57;88.99;5.08;25.39;sugar beet;4.52;low;clay;unconfined;2.91;108.71;75.2;8;44.87;13.83
20-7-2020;6.23;1.38;30.37;116.31;111.85;4.83;39.58;sugar beet;1.88;low;peat;unconfined;6.72;83.86;70.88;45;76.66;14.37
4-9-2023;6.77;0.97;41.3;91.05;120.56;5.41;61.77;potatoes;4.27;medium;peat;confined;6.74;50.34;77.71;11;66.67;13.48
6-11-2023;6.63;1.62;30.85;65.36;30.74;4.43;18.63;grass;0.17;medium;sand;unconfined;7.55;153.52;86.24;13;93.4;11.74
5-5-2024;5.66;0.65;18.98;117.22;109.36;4.26;57.77;potatoes;1.41;low;sand;unconfined;7.82;127.62;54.81;53;58.84;10.89
23-11-2022;6.41;0.95;45.79;131.61;143.56;6.5;72.77;wheat;0.47;low;clay;unconfined;2.36;49.09;62.06;32;32.42;19.9
27-4-2020;5.52;0.84;50.78;135.68;118.66;4.9;83.53;grass;1.25;low;clay;unconfined;6.44;128.89;38.19;8;69.81;8.51
21-2-2020;6.35;1.28;42.43;147.64;85.25;7.11;42.2;maize;1.69;low;peat;confined;2.32;148.29;64.69;19;57.09;16.33
31-12-2021;5.74;0.33;28.74;236.65;43.45;1.21;41.2;sugar beet;3.1;medium;loess;unconfined;5.74;77.73;100.2;53;60.06;18.66
26-1-2021;5.49;0.57;51.9;133.02;120.32;8.05;64.3;potatoes;0.32;medium;clay;confined;4.83;89.56;64.58;11;71.83;23.38
13-8-2021;6.14;0.97;36.19;147.56;175.04;6.79;37.64;wheat;1.05;low;clay;unconfined;7.92;126.76;53.54;1;37.43;12.68
25-11-2022;4.66;1.47;16.22;59.12;126.47;4.9;43.83;sugar beet;3.63;low;clay;unconfined;3.29;149.34;64.11;48;84.17;6.98
19-12-2021;5.12;1.07;60.72;261.4;146.31;4.84;56.44;grass;3.44;low;clay;unconfined;0.46;103.61;65.15;31;54.34;20.42
1-6-2022;5.91;0.59;47.07;84.2;137.32;6.28;57.45;sugar beet;2.89;medium;loess;unconfined;3.76;154.88;86.74;30;71.0;18.82
13-3-2022;6.04;0.64;37.61;114.66;84.28;2.95;11.86;sugar beet;3.52;low;sand;confined;8.44;94.68;98.64;20;62.69;9.63
25-9-2021;5.82;1.5;8.58;184.79;103.62;5.08;26.67;maize;3.61;low;loess;confined;4.54;45.6;52.28;2;80.39;9.28
22-7-2020;5.21;0.81;25.1;162.31;134.74;5.31;13.34;maize;1.04;low;peat;unconfined;8.2;92.73;64.84;15;74.54;23.52
9-7-2020;5.59;0.72;80.37;232.16;36.81;0.91;16.64;wheat;2.66;low;clay;confined;2.59;125.96;110.19;8;45.39;24.45
1-10-2022;6.2;1.44;9.83;186.0;126.07;5.7;27.63;wheat;3.58;medium;sand;confined;2.53;133.44;142.18;7;57.76;18.65
6-9-2024;6.29;1.3;34.97;145.94;150.36;2.3;45.55;potatoes;3.34;medium;clay;confined;2.73;87.66;44.9;45;81.23;12.51
22-5-2020;5.99;1.38;39.67;202.2;97.95;7.17;47.49;maize;2.35;medium;sand;unconfined;7.41;58.5;72.2;57;75.53;12.02
14-7-2022;6.58;0.71;46.41;208.07;132.56;7.68;6.96;grass;2.15;low;peat;confined;5.5;66.69;81.27;1;74.26;25.1
13-6-2021;6.2;0.54;10.06;116.99;77.83;8.02;31.34;potatoes;1.27;medium;clay;unconfined;7.13;123.69;66.22;55;87.8;10.51
28-4-2024;5.63;1.04;43.48;198.15;101.53;4.36;19.64;grass;1.93;low;sand;confined;3.84;67.51;97.42;10;60.45;20.83
3-1-2020;5.86;1.1;6.28;138.89;89.08;4.33;46.0;maize;3.31;low;clay;confined;4.53;109.55;110.64;50;75.67;16.1
5-5-2023;5.3;1.11;41.95;144.83;118.39;1.05;36.87;grass;1.98;medium;sand;unconfined;4.8;113.33;112.87;27;70.04;18.88
13-1-2023;5.95;1.44;26.95;157.15;95.82;6.36;75.17;grass;2.86;low;clay;confined;5.01;57.83;94.35;8;63.36;18.0
3-11-2021;6.56;0.48;22.68;130.96;32.95;1.98;47.21;maize;4.72;low;peat;unconfined;2.98;131.86;85.22;10;73.35;4.29
23-8-2020;6.34;1.26;56.7;128.27;71.27;2.1;37.86;maize;0.24;medium;clay;confined;6.85;102.12;105.48;29;68.46;8.49
7-5-2020;6.7;0.67;35.29;199.24;177.7;4.39;44.75;sugar beet;3.77;high;sand;confined;5.44;50.22;7.04;30;42.49;14.39
11-2-2024;5.85;1.26;49.47;73.55;122.7;2.79;37.13;grass;3.64;high;peat;unconfined;6.34;95.49;71.74;57;94.28;7.34
25-11-2023;6.67;0.86;50.14;96.92;16.08;3.08;76.83;potatoes;2.52;low;sand;unconfined;1.1;73.07;59.54;20;63.9;7.24
4-4-2022;5.9;0.76;65.4;183.74;148.31;5.09;43.3;wheat;0.73;medium;loess;unconfined;1.33;132.52;61.75;42;82.99;20.43
1-9-2024;6.74;0.82;15.83;146.36;53.89;6.76;59.12;sugar beet;1.78;medium;peat;unconfined;4.04;110.77;80.09;7;43.99;6.46
6-3-2023;5.99;0.57;58.38;199.58;135.73;6.08;65.79;wheat;1.55;low;sand;unconfined;6.2;62.78;64.92;53;64.22;14.68
23-8-2024;6.35;1.01;40.33;167.9;151.69;5.38;36.78;potatoes;3.56;low;loess;confined;2.95;83.14;127.71;41;67.34;21.73
13-9-2022;6.74;0.77;32.44;83.31;104.07;7.29;13.93;potatoes;2.51;low;loess;confined;1.27;39.12;77.36;45;70.32;5.08
27-6-2024;5.9;1.24;17.01;153.14;60.12;5.26;40.39;maize;1.76;medium;peat;unconfined;7.3;171.36;62.26;31;79.29;8.02
1-10-2021;6.11;1.19;52.13;176.73;71.39;3.95;62.75;grass;3.21;low;loess;unconfined;7.93;71.39;84.37;40;61.66;14.77
18-7-2022;6.64;1.51;21.56;161.7;125.17;3.46;16.09;maize;1.29;high;loess;unconfined;6.49;87.22;75.47;14;74.84;2.82
12-8-2023;5.93;1.11;50.36;126.59;54.58;6.1;55.06;grass;3.21;low;clay;unconfined;3.4;74.8;146.79;39;82.23;9.09
6-8-2020;5.34;1.16;78.56;136.3;76.72;2.8;66.79;sugar beet;4.88;medium;peat;confined;5.91;128.41;94.94;38;72.88;14.27
17-10-2020;7.07;1.42;59.6;122.0;120.52;5.7;77.83;maize;1.03;medium;sand;unconfined;3.18;59.58;47.45;10;74.68;12.4
13-6-2022;5.77;0.81;67.83;83.74;73.95;4.14;63.56;maize;0.49;low;clay;unconfined;8.14;103.14;43.98;57;73.46;6.92
12-11-2020;6.08;0.55;25.62;76.86;156.83;3.32;55.85;potatoes;4.64;medium;clay;confined;9.69;88.1;98.23;36;71.93;7.28
13-6-2021;6.58;1.06;55.25;169.5;58.48;3.29;53.72;grass;1.79;low;clay;unconfined;1.45;149.07;62.3;18;70.5;22.06
3-12-2022;5.7;0.57;17.12;106.43;-31.53;6.93;25.84;potatoes;3.33;low;sand;unconfined;7.61;53.04;80.77;30;37.58;2.64
11-12-2021;5.5;1.74;35.33;178.78;68.87;3.28;31.07;maize;1.74;high;clay;confined;0.12;144.73;72.78;4;86.9;14.55
