date,electrical_conductivity_dS_m,pH,nitrate_groundwater_mg_L,ammonium_mg_L,chloride_mg_L,temperature,nitrate_input_mg_L,fertilizer_kg_ha,manure_kg_ha,crop_type,livestock_density_LU_ha,urbanization,soil_type,aquifer_type,permeability_m_day,groundwater_level_cm,precipitation_mm,drought_days,evaporation_mm,sunlight_hours,humidity
1981-09-07,2.034,8.0,0.2,0.17,9.0,,60.8863,99.3331,100.8203,wheat,0.1079,high,clay,unconfined,3.105,279.531,996.5692,35,624.8482,1091.226,62.8318
1990-10-10,,,,,,,55.3569,110.8662,104.7685,maize,2.2557,medium,sand,unconfined,1.9766,51.5654,408.4031,29,148.2528,2252.738,80.6209
1991-09-23,,,,,,,28.2844,136.0206,84.7935,grass,1.4328,medium,peat,unconfined,5.9153,203.9353,346.094,51,350.3794,1119.6782,52.3641
1992-10-06,,,,,,,16.0799,229.1037,97.8782,potatoes,0.9484,medium,peat,unconfined,2.1958,82.4193,481.5677,95,228.4543,1062.0334,71.5546
1993-10-15,,,,,,,25.4289,202.4292,150.5991,maize,0.111,medium,loess,confined,5.1546,242.5403,1185.2356,74,621.2077,1290.3198,62.0516
1994-09-14,,,,,,,98.5943,67.3928,146.1124,beets,1.8028,low,peat,unconfined,5.8188,124.8211,416.0248,20,705.0436,1700.0548,82.8504
1995-08-30,,,,,,,52.1692,239.9848,165.5082,grass,2.3516,medium,clay,confined,9.1385,107.7439,1091.6878,24,773.2748,1355.3195,47.0237
1996-07-17,,,,,,,88.0611,115.6649,195.4401,beets,0.5929,high,loess,confined,1.6446,206.9269,607.1527,68,207.7004,1543.1201,89.8903
1997-08-29,,,,,,,86.3877,217.9399,90.4097,grass,2.3815,medium,loess,unconfined,9.7356,296.7158,259.9467,62,263.3941,1589.8395,68.6353
1998-06-10,,,,,,,56.0368,80.8407,81.0127,beets,2.6236,high,loess,unconfined,9.1316,82.9354,428.0369,65,413.4454,2439.6522,89.566
1999-06-16,,,,,,,73.6019,299.4803,108.8345,potatoes,2.2874,medium,sand,confined,4.3952,251.8226,1041.4085,46,609.206,1195.7125,75.4097
2000-08-15,,,,,,,27.3477,70.0838,47.7901,wheat,2.4495,medium,clay,confined,9.2472,191.3822,851.6211,59,412.1605,1070.5693,84.8405
2001-09-20,,,,,,,71.9557,235.4335,156.4453,beets,2.03,low,peat,confined,8.4217,59.6978,1059.8374,97,806.2341,1628.1757,52.4416
2002-08-20,,,,,,,34.5146,185.3326,124.6048,beets,2.3923,medium,loess,confined,3.4153,106.3648,879.316,37,451.7632,2416.0462,54.4977
2003-06-04,,,,,,,84.8856,71.4848,58.0413,maize,2.6139,medium,peat,confined,9.3381,206.3755,553.0472,43,756.4967,1998.3345,77.6485
1981-09-07,2.5989999999999998,7.8,0.2,0.28,9.0,,17.5352,56.7026,175.5263,potatoes,1.6253,low,sand,confined,0.6668,152.3178,233.2092,98,883.026,1548.3158,54.6132
1982-10-05,2.373,7.8,0.1,0.7,8.0,,79.5825,140.6664,131.4313,grass,2.5119,medium,sand,confined,1.7231,120.5844,857.6619,70,987.5322,1816.8808,82.3073
1983-12-01,2.373,7.61,0.1,0.13,10.0,,18.9943,250.556,26.1271,maize,2.3909,low,loess,confined,5.9545,119.405,392.7943,67,923.2178,1426.1637,45.7731
1984-11-01,2.4859999999999998,7.93,0.1,0.15,9.0,,89.307,60.2878,55.373,potatoes,0.6644,low,sand,confined,0.1777,116.9763,394.3952,64,914.4513,1707.3504,50.4877
1985-11-11,2.316,7.96,0.3,0.06,7.6,,37.3784,226.0997,180.3968,potatoes,0.9331,low,peat,confined,7.5797,201.5249,975.3275,35,166.2956,1194.5265,81.0824
1986-11-19,2.339,7.76,0.3,0.01,7.28,,68.8954,213.8441,88.5882,maize,2.6441,low,clay,confined,6.4931,234.0967,214.076,44,489.1585,1308.5008,76.0844
1987-11-27,2.3280000000000003,7.83,0.3,0.08,7.49,,53.8752,116.3844,197.1833,grass,1.2493,high,loess,unconfined,9.0919,161.8195,1176.2283,34,561.1497,1301.5437,85.5234
1988-10-21,2.305,7.76,0.28,0.03,6.74,,42.9673,69.373,115.3554,wheat,2.9919,medium,sand,confined,5.4625,194.3477,406.3401,44,823.7626,1847.2047,47.5821
1989-12-13,2.339,7.82,0.28,0.03,7.92,,68.0898,278.8305,57.4247,maize,2.0138,medium,clay,unconfined,8.1609,261.439,313.1506,98,398.2049,2286.6397,53.4049
1990-10-10,2.316,7.95,0.28,0.05,8.34,,95.2771,125.0875,126.901,beets,0.2349,medium,clay,confined,0.209,289.5928,878.6582,27,601.8937,1306.1505,60.5585
1991-09-23,2.373,7.94,0.06,0.03,7.6,,13.7143,77.8458,38.4232,wheat,1.2215,medium,clay,confined,4.0154,75.6585,408.0609,44,336.2581,2016.9298,60.8544
1992-10-06,2.418,7.9,0.02,0.09,10.25,,92.6968,220.3793,165.3526,grass,2.3959,low,peat,unconfined,3.233,64.6991,1127.6979,14,521.7001,1596.3989,75.7477
1993-10-15,,,0.074,,10.961,9.0,64.8173,104.1703,133.0112,grass,1.1704,high,peat,confined,0.8662,63.6726,1004.7489,34,534.6983,1933.757,47.9515
1994-09-14,,,0.102,0.042,14.779,9.3,82.6583,168.9077,193.5104,maize,1.1916,medium,peat,confined,1.2865,196.7204,532.8154,0,291.713,1171.3301,48.0572
1995-08-30,,,0.129,0.014,14.797,9.3,44.5487,62.6014,144.2194,maize,1.098,high,peat,confined,9.9504,58.9366,919.493,99,144.378,2042.3811,84.5638
1996-07-17,,,0.084,0.028,19.498,9.5,52.4659,298.246,28.8471,wheat,1.0551,low,sand,unconfined,0.636,135.8251,833.5692,15,663.3716,1034.8489,43.2345
1997-08-29,,,,,,,88.1966,161.9053,105.7571,wheat,0.6625,high,loess,confined,5.4721,262.1481,945.5409,35,234.396,1612.3341,45.6704
1998-06-10,,,,,,,47.3363,299.7775,115.6358,beets,0.6494,medium,sand,confined,3.0935,77.7242,578.0307,19,588.4051,1792.4325,47.6723
1999-06-16,,,,,,,58.1194,146.4187,185.0197,beets,2.4028,medium,clay,confined,9.6378,278.5564,826.1811,88,455.1,2391.1148,85.0172
2000-08-15,,,0.126,0.014,31.161,9.3,11.8175,136.9631,97.844,beets,1.8851,medium,sand,unconfined,3.3704,164.5885,791.5716,40,130.6533,2417.9621,42.8932
2001-09-20,,,,,,,24.2738,278.6431,126.8324,wheat,0.8926,low,clay,confined,3.5002,203.6717,459.5398,87,695.9195,1276.1086,68.6815
2002-08-20,,,,,,,67.7518,132.3665,53.4721,potatoes,2.3698,low,sand,confined,5.5107,282.4061,484.2317,99,473.0506,2036.1358,67.2541
2003-06-04,,,,,,,74.5279,158.0014,64.0327,wheat,1.8273,high,clay,confined,1.6796,119.5298,1125.4091,75,245.1135,1055.269,40.1796
2004-09-07,,,0.01,0.15,30.3,10.3,62.4341,69.5276,118.7456,beets,1.4833,high,sand,unconfined,9.0557,288.1638,274.7292,0,706.0241,1568.0263,68.2935
2008-11-05,2.98,7.74,0.014,0.241,20.82,9.5,22.8979,288.8656,145.4572,potatoes,1.8932,high,sand,unconfined,7.4193,272.8465,967.8287,1,673.327,2251.7597,82.9341
2012-07-18,3.2,7.63,0.02,0.16,21.56,10.2,50.0865,71.2878,98.3829,beets,0.982,high,clay,confined,8.8461,251.8153,1044.4051,24,840.741,1041.1457,49.9503
2014-08-20,3.4,7.8,0.07,0.05,20.7197,10.1,41.9585,242.7962,97.8803,potatoes,2.2494,low,peat,unconfined,9.8539,51.5832,762.8919,99,634.8498,2417.0009,62.6583
2015-08-13,3.4,7.7,0.07,0.05,18.4796,10.1,54.6095,184.6538,66.079,grass,0.785,low,clay,unconfined,9.8114,219.7414,323.4357,39,182.8724,1956.8443,74.8157
2016-10-17,3.3,7.8,0.07,0.05,16.11,9.7,88.3296,65.3513,145.6635,wheat,1.7145,medium,loess,unconfined,4.2947,251.6105,234.2087,58,150.1397,1035.5427,75.2673
2017-10-24,3.3,7.95,0.07,0.05,16.5494,8.6,79.8275,50.426,20.9851,grass,2.5479,low,sand,confined,8.9615,148.1764,262.3984,41,883.424,1618.3223,65.7494
2020-07-09,3.28,8.02,0.029,0.047,11.526,9.4,17.5591,283.8884,112.2984,maize,1.6159,low,clay,unconfined,5.8414,298.6205,491.3722,99,700.7486,1927.4327,49.5762
1981-05-12,5.085,6.9,0.1,0.3,34.0,,90.1278,235.5434,20.6417,grass,1.5714,low,sand,unconfined,9.76,99.8278,385.7246,8,943.0354,1894.4407,60.1776
1982-10-05,4.9719999999999995,7.0,0.1,0.7,34.0,,52.459,221.6091,126.8242,grass,1.9789,low,peat,confined,4.8562,254.8563,626.5986,36,258.2691,1142.998,88.0044
1983-11-30,4.859,6.96,0.1,0.66,34.0,,76.9476,159.6391,25.5632,maize,1.0104,low,clay,unconfined,5.0024,192.1054,225.8836,14,158.1717,1531.4322,75.7555
1984-11-01,5.65,6.87,0.1,0.73,41.0,,22.6035,109.6534,189.2121,wheat,2.9684,medium,peat,unconfined,7.1329,163.6095,1066.7054,43,362.8466,1549.884,68.6129
1985-11-12,5.061999999999999,7.04,0.3,0.6,27.2,,70.3648,219.9658,106.0317,beets,2.134,medium,sand,unconfined,0.7878,243.9303,1085.7066,64,311.281,1620.6368,68.6608
1986-11-21,5.1979999999999995,7.02,0.3,0.62,27.4,,31.2693,202.0753,143.1241,wheat,1.074,medium,peat,confined,1.1129,100.1862,362.2879,98,993.3225,1877.0523,87.46
1987-11-26,6.271,6.95,0.3,0.77,44.8,,49.4543,231.5855,173.6477,beets,1.9397,medium,clay,unconfined,6.0079,98.4262,326.7579,6,474.2975,2174.1935,84.6713
1988-10-20,5.0280000000000005,6.89,0.28,0.56,26.9,,11.5177,141.4481,62.376,maize,2.6463,medium,clay,confined,6.927,159.4528,303.1766,73,587.8951,1201.1091,41.4675
1989-12-18,3.785,7.17,0.28,0.09,17.8,,23.645,296.7309,117.2097,potatoes,2.5431,medium,loess,unconfined,6.5413,220.093,1100.7099,99,480.8706,2217.1513,86.4645
1990-10-23,7.458,6.93,0.28,0.76,44.69,,18.2872,66.7522,175.4209,maize,2.8398,low,sand,confined,7.3591,221.9981,1087.6538,12,518.1189,2031.7158,45.8118
1991-09-23,7.0280000000000005,7.29,0.03,0.74,44.69,,31.577,69.9254,116.7992,wheat,0.5466,low,clay,confined,4.272,70.7813,840.8014,68,803.609,1373.3214,65.9587
1992-10-06,6.26,7.14,0.05,0.67,38.17,,19.0016,279.219,90.699,potatoes,1.023,low,loess,confined,2.3535,144.77,316.7913,79,141.7032,2390.4411,53.8817
1993-10-21,,,0.049,,41.689,9.9,72.2719,211.9266,86.3966,maize,2.8401,high,clay,confined,4.7088,54.9056,1099.5176,38,924.0413,1146.2813,87.4265
1994-09-14,,,0.038,0.701,30.983,12.1,12.6136,131.5835,89.1395,wheat,1.9895,low,clay,confined,1.0173,206.1171,979.2192,0,838.5554,2174.8636,69.1046
1994-12-16,,,,,,,65.5966,240.4882,130.7776,potatoes,2.7577,low,sand,unconfined,5.9374,146.867,237.9117,84,104.8616,1270.6372,84.7499
1995-08-31,,,0.07,0.771,44.525,10.3,22.6637,163.1933,28.219,wheat,0.839,low,loess,unconfined,4.412,205.7956,1059.6251,27,769.8002,1960.5098,43.368
1996-07-19,,,0.084,0.658,27.935,10.6,95.0645,55.2804,94.7689,maize,2.2519,high,peat,confined,1.4191,83.4706,379.4693,53,669.1404,2389.293,67.2297
1997-09-02,,,0.028,0.771,50.977,11.0,93.9785,212.7759,120.906,grass,1.5939,low,loess,confined,9.8904,217.7484,1041.8083,39,692.4779,2354.0895,87.1392
1998-06-10,,,0.028,0.813,89.157,10.9,30.2953,110.778,161.5485,grass,1.9872,high,peat,confined,9.1435,172.1992,1044.8747,98,770.231,1609.9134,47.4395
1999-06-16,,,0.084,0.785,67.568,10.2,65.2979,78.8338,115.3989,maize,1.7422,high,loess,unconfined,9.3399,259.8172,727.7166,98,835.6961,1324.5477,64.9504
2000-08-01,,,0.154,0.813,76.856,10.8,12.5205,106.3183,186.7111,beets,2.2207,low,clay,confined,4.1972,243.0407,484.8403,56,702.4058,2290.4678,60.696
2001-09-24,,,0.028,0.743,61.08,10.5,93.861,169.0395,99.8791,wheat,0.6961,medium,clay,unconfined,5.5123,290.5305,849.9285,29,181.8219,2038.3199,64.4917
2002-08-14,,,0.028,0.715,53.281,10.7,57.0689,62.4641,137.1429,maize,2.9292,medium,loess,unconfined,8.3166,127.788,905.3219,6,152.3081,1065.8541,43.8003
2003-06-04,,,0.03,0.75,58.01,10.2,13.8901,270.7881,23.1646,grass,1.5799,medium,clay,unconfined,5.1413,264.8145,1104.7207,68,667.7562,1208.7854,54.1206
2004-09-07,,,0.01,1.01,71.2,12.2,40.825,189.9795,62.9207,wheat,2.4784,medium,sand,confined,4.4506,253.1048,1041.4155,72,917.752,2195.1846,62.3707
2005-09-12,5.84,6.8,0.01,0.93,55.7,11.6,16.9165,123.249,166.7823,beets,0.1588,high,clay,unconfined,6.3936,69.3932,242.4513,2,659.9176,1179.7791,78.071
2006-10-11,6.17,7.1,0.014,1.06626,52.71,12.5,45.365,221.7512,125.5187,grass,0.5394,high,loess,confined,1.8543,211.8084,980.5759,12,278.5718,2455.0091,72.2646
2006-05-17,,,0.05,0.78,70.0,,70.2934,251.0591,190.3112,potatoes,1.0661,high,peat,confined,0.6084,87.7583,283.6222,16,571.3358,1906.2452,42.927
2007-11-12,5.89,7.0,0.01,0.8,49.9,12.9,52.2901,203.4812,155.5178,beets,2.1576,low,sand,unconfined,8.8317,219.6821,1080.9036,43,197.6922,2478.9986,76.029
2008-11-05,6.6,6.9,0.02,0.856,58.07,12.2,44.535,100.6237,100.9395,wheat,0.9956,low,loess,confined,3.6522,281.8211,247.9011,85,901.4754,1857.5546,83.3523
2009-08-24,7.44,6.84,0.014,0.879,63.58,12.0,20.7241,77.5721,160.168,grass,2.3523,low,sand,unconfined,0.3195,92.3263,1156.4601,46,620.2532,1000.3221,55.888
2010-09-20,7.859999999999999,6.83,0.014,0.941,65.64,11.4,32.0445,264.9749,104.2016,wheat,0.4813,medium,clay,unconfined,5.9637,98.4587,1159.48,20,734.7018,1909.3117,67.2189
2011-01-23,7.57,6.83,0.014,0.863,65.0,11.4,19.0129,108.6719,79.4304,grass,1.3875,high,peat,confined,0.6775,178.147,774.1325,79,337.4525,1049.0626,64.4647
2012-07-18,7.7299999999999995,6.83,0.02,0.902,77.65,11.1,82.6749,55.0206,28.4773,grass,1.0255,medium,clay,unconfined,6.3286,99.2021,851.6297,44,613.1201,2350.0763,59.9457
2013-11-13,8.2,7.0,0.07,0.94,79.39,12.0,22.1716,210.7255,175.8122,potatoes,0.3851,high,clay,unconfined,5.917,207.3805,896.1063,51,591.078,2337.3146,59.2077
2014-09-24,6.5,6.9,0.07,0.807,65.43,11.5,63.5836,88.2213,95.4095,potatoes,2.2034,low,peat,unconfined,3.1377,119.5505,933.4189,74,562.6223,2019.9327,82.7952
2015-08-13,8.3,6.8,0.07,0.936,94.5537,12.6,40.8466,297.7425,143.3307,grass,2.646,high,clay,confined,0.6448,241.3813,635.6423,57,695.0377,1987.9236,40.1845
2015-08-14,8.120000000000001,6.1,,0.91,98.0,,30.3381,267.4327,47.5507,potatoes,2.6372,high,sand,confined,3.8112,232.2161,553.3874,24,488.8676,1181.4951,45.244
2016-10-18,6.8,7.1,0.07,0.839,80.01,12.3,67.5522,202.1114,169.2132,potatoes,0.8718,high,clay,confined,0.8137,198.8552,753.1787,24,416.1113,1157.0767,47.5809
2017-10-23,7.5,6.91,0.07,0.882,98.4301,11.0,51.1302,258.4664,168.3561,beets,2.9047,high,sand,confined,4.2793,171.0489,363.9757,35,882.6336,1759.372,49.105
2018-09-17,9.9,6.91,0.07,1.041,163.723,12.5,46.0131,167.6339,106.7866,potatoes,2.4219,medium,peat,confined,9.899,247.8284,1101.0462,39,556.1168,1755.4052,76.9496
2019-07-22,11.3553,6.84,0.07,1.459,205.519,11.7,63.3567,247.1216,140.986,beets,0.7933,high,loess,unconfined,2.917,59.4527,818.5119,32,269.9635,2454.6974,51.6481
2020-07-09,12.919999999999998,6.7,0.029,1.129,264.046,11.4,54.2141,211.6334,113.8617,maize,2.6427,high,loess,confined,3.9246,185.5774,1153.7748,77,443.0128,2419.9592,56.7136
2021-05-31,12.940000000000001,6.51,0.029,1.152,260.118,11.8,37.3136,57.1612,119.4079,beets,0.6546,high,clay,confined,4.6062,296.9627,631.0425,4,655.877,1228.7245,53.1578
2022-06-29,12.95,6.64,0.029,1.166,270.508,11.3,60.3155,287.1894,179.9843,beets,0.5298,high,clay,confined,0.884,216.7961,768.574,26,334.8971,1157.8068,85.9959
2023-07-06,12.930000000000001,6.64,0.029,1.058,265.206,11.7,70.2549,265.2299,194.0448,grass,2.652,low,peat,unconfined,4.1259,67.2991,313.9482,96,989.5845,1088.8494,41.5148
1981-05-12,3.051,7.2,0.1,0.21,9.0,,12.4024,288.3518,86.1498,maize,2.781,medium,clay,confined,7.485,183.3523,387.6376,12,703.5938,2103.7209,80.2045
1990-10-23,,,,,,,51.9285,232.8415,79.712,maize,1.4122,high,loess,unconfined,3.257,109.976,281.9262,25,684.1619,2380.168,78.3123
1991-09-23,,,,,,,15.1915,153.0152,74.6853,wheat,1.9945,low,loess,confined,5.11,250.6977,889.5895,90,556.1988,1423.0277,44.8745
1992-10-06,,,,,,,26.7765,101.7463,158.7366,maize,1.0288,medium,clay,unconfined,2.4694,151.9266,900.5838,0,487.3098,2259.7505,51.8091
1993-10-21,,,,,,,60.4458,94.9991,150.1215,wheat,2.3187,medium,loess,confined,9.9665,257.4202,987.8222,77,183.0415,1957.2404,55.4738
1994-09-14,,,,,,,87.957,86.2291,27.884,wheat,2.5279,medium,peat,confined,4.8519,80.625,960.925,60,643.191,1742.4867,76.4861
1995-08-31,,,,,,,89.4525,105.1524,35.9194,beets,0.6822,medium,peat,unconfined,4.8751,113.6048,1145.3402,67,665.3007,1103.0889,69.0545
1996-07-19,,,,,,,16.295,187.659,136.3169,beets,2.1097,low,sand,unconfined,5.2862,246.149,418.8597,15,444.0696,2205.6644,82.6089
1997-09-02,,,,,,,47.7195,220.9363,69.4926,grass,2.6717,medium,loess,confined,6.8488,104.8355,307.3981,17,502.5862,1856.4036,46.2931
1998-06-10,,,,,,,62.4706,128.5141,36.4845,grass,2.3261,low,clay,confined,9.4812,174.4146,1096.1719,1,139.5842,1063.7874,74.1069
1999-06-16,,,,,,,23.2363,187.1867,94.4595,potatoes,2.3997,high,peat,unconfined,0.3749,240.3244,433.9865,36,991.1444,2112.3781,44.2123
2000-08-01,,,,,,,78.8889,135.3132,177.9469,wheat,0.7676,low,clay,confined,2.4787,84.2941,980.9838,51,234.6341,1804.7406,69.8187
2001-09-24,,,,,,,76.9812,224.1275,85.9361,potatoes,2.4954,medium,clay,unconfined,9.9328,90.029,1144.9731,40,430.3792,1298.2919,49.337
2002-08-14,,,,,,,91.3007,297.1216,145.2134,grass,1.5732,medium,clay,unconfined,3.3765,165.9396,580.7872,63,180.8115,2133.6892,49.4525
2003-06-04,,,,,,,10.7637,222.2542,182.1035,maize,0.1347,medium,sand,confined,2.0954,189.4078,685.4652,53,300.8018,1022.6235,42.9009
1981-05-12,2.4859999999999998,7.0,0.1,0.42,9.0,,29.5016,64.7576,50.4764,potatoes,2.0367,medium,loess,confined,7.709,99.2791,423.8603,21,887.2962,1718.3945,76.3443
1982-10-05,2.373,7.1,0.1,0.14,9.0,,84.4468,169.3087,129.7463,grass,2.3501,low,peat,confined,4.2884,244.1506,792.5724,31,210.2205,2088.6008,85.0465
1983-11-30,2.373,6.85,0.1,0.22,11.0,,70.3522,242.5969,183.3787,beets,2.3672,medium,sand,confined,8.7524,206.9674,347.6975,23,892.8623,1455.6351,80.6412
1984-11-01,2.2600000000000002,6.95,0.1,0.25,10.0,,90.4951,185.5604,54.8144,wheat,2.8056,medium,sand,unconfined,8.1446,213.7475,211.2831,91,939.5719,2488.0865,62.5848
1985-11-12,2.169,7.03,0.3,0.22,9.59,,15.1462,287.7658,197.9683,potatoes,0.3491,low,sand,confined,6.3138,173.146,1094.1313,15,338.3675,2190.0545,44.441
1986-11-21,2.2030000000000003,6.95,0.3,0.17,9.37,,63.7268,63.6929,85.715,grass,0.6447,medium,loess,confined,7.4815,260.1136,476.8962,56,883.8286,1898.2743,87.7469
1987-11-26,2.226,6.91,0.3,0.3,11.0,,61.2142,122.7889,59.1546,potatoes,2.786,low,sand,confined,1.7314,80.8235,372.3423,11,566.3172,1913.0998,71.3099
1988-10-20,2.215,6.81,0.28,0.21,12.0,,13.2107,105.1795,170.8075,potatoes,2.2768,low,peat,unconfined,9.5054,161.9898,975.1693,81,126.5729,1517.8196,52.8724
1989-12-18,2.215,7.3,0.28,0.03,11.7,,56.217,241.9056,104.2236,grass,1.3096,medium,clay,confined,4.2869,100.2539,761.3668,79,794.042,1185.5372,69.3317
1990-10-23,2.305,7.02,0.28,0.23,13.38,,64.8568,180.9483,140.7221,grass,0.5014,low,loess,confined,5.3258,257.2372,548.8348,5,888.4009,1594.8054,86.7552
1991-09-23,2.35,7.22,0.03,0.23,14.55,,27.2164,84.5861,108.1293,wheat,2.528,high,peat,unconfined,0.2853,265.2728,719.2902,9,761.4365,1974.022,54.0972
1992-10-06,2.441,7.24,0.03,0.25,16.12,,34.5997,121.3983,135.835,potatoes,1.0013,high,clay,confined,3.5416,84.9534,334.3851,69,237.4618,1865.5904,60.0854
1993-10-21,,,0.106,,17.888,10.0,67.6313,180.6648,26.3664,maize,2.5185,low,loess,confined,5.6974,137.8654,1064.3589,24,356.1251,1376.1315,58.1176
1994-09-14,,,0.067,0.238,17.764,10.3,52.1471,299.0322,83.0324,potatoes,1.716,medium,sand,confined,4.752,137.4203,451.1075,11,334.5883,1186.7485,66.9294
1995-08-31,,,0.063,0.238,17.491,10.5,87.2212,141.0731,138.3161,beets,1.6571,low,clay,confined,6.8072,129.6316,817.4846,25,166.7597,1800.0706,67.0392
1996-07-19,,,0.126,0.224,19.568,10.2,40.8144,89.2065,83.1405,grass,1.8476,low,clay,unconfined,1.6663,183.6599,886.2087,47,518.3492,2042.0179,48.895
1997-09-02,,,,,,,33.9994,174.2666,159.6358,beets,1.3172,medium,sand,unconfined,0.2082,175.4848,320.495,54,850.8801,1593.6525,70.4258
1998-06-10,,,,,,,98.6379,127.5466,192.9592,beets,0.419,low,peat,confined,6.8793,282.257,207.1333,42,208.4116,1053.3029,43.7106
1999-06-16,,,,,,,92.0022,191.4917,26.7341,potatoes,1.7988,low,clay,confined,7.2229,119.1058,766.8829,51,992.8863,1504.2299,67.5561
2000-08-01,,,0.028,0.224,22.334,10.5,12.6093,166.6776,173.9573,potatoes,1.3227,low,loess,unconfined,1.6139,285.1223,610.2821,20,943.1918,2264.159,49.2254
2001-09-24,,,,,,,79.3656,222.3725,50.4315,potatoes,1.4316,medium,peat,unconfined,9.6997,131.9046,1189.0563,26,937.0368,1725.671,59.3923
2002-08-14,,,,,,,19.9301,278.5727,185.1207,potatoes,1.8408,medium,peat,confined,0.8075,153.156,788.1547,67,682.0954,2079.8812,41.9678
2003-06-04,,,,,,,12.4737,100.1286,190.4227,wheat,0.5118,medium,peat,confined,5.268,145.0107,1098.447,79,556.3563,2193.6015,73.2345
2004-09-07,,,0.01,0.42,32.5,11.3,34.6326,255.295,122.4523,beets,0.7944,high,clay,unconfined,6.6269,220.7012,671.1982,59,574.5498,1612.5769,88.6545
2006-05-17,,,0.05,0.31,37.0,,34.2411,287.3164,106.2222,maize,0.9333,low,peat,confined,5.2052,134.4058,818.3572,2,426.2664,1549.518,45.2401
2008-11-05,3.8200000000000003,6.96,0.014,0.319,41.73,10.2,83.7387,143.4024,156.53,wheat,1.1938,low,clay,confined,5.4764,180.6236,723.1129,41,221.5656,2031.1948,57.6862
2009-11-11,4.18,6.96,0.014,0.335,44.7,11.0,73.9601,78.4157,185.2439,beets,0.3824,medium,clay,confined,4.161,69.3712,474.3377,42,296.8102,1973.1469,61.5371
2010-09-20,3.2700000000000005,6.97,0.014,0.351,42.16,11.0,98.3448,255.4778,61.8403,grass,0.5536,low,peat,confined,4.4061,237.2418,460.9847,91,299.4485,1519.9871,51.2635
2011-08-23,4.87,6.88,0.014,0.367,46.84,11.0,74.0362,225.274,88.8395,potatoes,0.8396,medium,peat,confined,4.9321,149.8442,1049.6124,88,723.0077,1090.7752,82.1613
2012-07-18,4.7700000000000005,6.83,0.02,0.35,47.64,10.9,47.643,103.1781,95.1565,potatoes,2.1147,medium,peat,unconfined,4.2583,223.0123,873.649,63,580.5869,1626.404,65.1901
2013-11-13,5.2,7.0,0.07,0.409,46.91,11.2,72.9035,161.3059,172.2478,potatoes,2.0448,high,sand,unconfined,3.5962,240.0363,880.0635,7,674.3637,2090.1801,88.0053
2014-08-21,5.1,6.9,0.07,0.444,48.348,11.4,99.9513,194.4981,44.6451,beets,0.1266,low,peat,confined,0.8037,214.2037,789.643,42,851.5392,1372.8121,64.5868
2015-08-13,5.2,6.9,0.07,0.402,47.0436,11.5,73.9128,92.4635,132.148,grass,0.3049,low,peat,confined,7.9475,251.4995,551.4023,33,623.6956,1870.4327,81.691
2015-08-14,5.1,6.4,,0.42,46.0,,78.5513,228.7282,83.1694,grass,1.5472,low,peat,unconfined,4.4785,277.3719,701.7398,83,220.8422,1543.2595,86.7926
2016-10-18,5.2,6.9,0.07,0.356,47.43,10.9,94.4529,222.4707,179.3925,wheat,1.3327,high,clay,confined,1.6228,132.5817,546.0343,44,185.5393,1278.9426,42.8563
2017-10-23,5.5,6.81,0.07,0.413,47.8729,9.7,20.2286,271.7817,81.1624,wheat,0.9534,low,loess,unconfined,9.2441,141.6862,459.1563,1,153.7405,1331.7534,86.0725
2019-07-22,5.2725,6.93,0.07,0.558,47.738,10.7,73.4306,191.8182,196.0303,beets,1.552,high,sand,confined,5.9201,175.8991,799.0671,93,882.6668,1222.3989,59.6782
2023-07-06,5.33,6.78,0.029,0.367,48.096,10.9,86.5725,193.5783,22.8138,wheat,0.6799,low,peat,unconfined,3.1211,236.5253,326.821,61,848.1633,1717.3075,41.4723
1981-09-07,1.4689999999999999,5.2,0.2,1.1,12.0,,95.8941,204.8468,63.1197,wheat,0.4919,high,loess,unconfined,8.2469,259.8905,610.8665,56,200.4373,2473.7771,57.0645
1982-10-11,1.1300000000000001,4.4,0.1,1.3,12.0,,28.9872,118.4458,102.3178,potatoes,0.3021,high,sand,confined,6.0699,167.4364,1142.6957,58,437.6013,1139.0741,69.5658
1983-12-13,1.1300000000000001,4.56,0.1,0.9,15.0,,55.3536,239.6515,66.1384,wheat,0.3081,medium,sand,unconfined,7.1194,254.2962,1170.5635,5,445.7423,1372.6638,87.9087
1984-10-24,1.1300000000000001,5.66,0.1,0.94,12.0,,71.2499,215.6248,152.7308,wheat,0.6732,low,sand,unconfined,5.7441,230.0962,774.4494,50,625.9625,1587.7278,63.0227
1985-11-13,1.209,4.91,0.3,0.82,15.3,,32.2721,259.7864,166.6193,wheat,2.394,medium,peat,confined,6.9898,103.6766,1032.7732,17,886.5108,1089.7534,74.7207
1986-11-12,1.356,3.85,0.3,0.84,15.1,,64.0426,242.1465,145.5514,beets,2.4275,medium,loess,unconfined,2.2199,255.8329,382.8119,22,191.5705,2227.1975,50.5628
1987-11-23,1.2429999999999999,3.84,0.3,0.91,16.1,,33.1821,209.6431,194.6717,wheat,2.7462,low,clay,unconfined,2.3337,215.0855,1067.161,73,469.1068,2025.4179,63.0094
1988-10-13,1.266,3.86,0.28,0.88,16.8,,40.0111,90.223,102.0868,maize,2.0176,medium,loess,confined,8.1158,255.1167,639.3363,34,526.3992,1136.0962,66.4158
